"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"75","AC Ajaccio ","AC Ajaccio","31","31","26,3","16","38,80 Mill. €","1,25 Mill. €",2012
"76","Stade Brest 29 ","Stade Brest 29","35","35","24,7","20","37,85 Mill. €","1,08 Mill. €",2012
"77","AS Nancy-Lorraine ","AS Nancy-Lorraine","33","33","22,7","19","33,30 Mill. €","1,01 Mill. €",2012
"78","SC Bastia  ","SC Bastia","32","32","25,6","10","32,70 Mill. €","1,02 Mill. €",2012
"79","Stade Reims  ","Stade Reims","29","29","24,9","15","22,45 Mill. €","774 Th. €",2012
"80","ES Troyes AC  ","ES Troyes AC","30","30","25,2","13","19,95 Mill. €","665 Th. €",2012
"81","Paris Saint-Germain ","Paris Saint-Germain","32","32","24,0","16","370,90 Mill. €","11,59 Mill. €",2013
"82","AS Monaco  ","AS Monaco","44","44","24,3","44","234,20 Mill. €","5,32 Mill. €",2013
"83","Olympique Marseille ","Olympique Marseille","33","33","24,5","17","140,15 Mill. €","4,25 Mill. €",2013
"84","Olympique Lyon ","Olympique Lyon","36","36","23,2","15","112,25 Mill. €","3,12 Mill. €",2013
"85","AS Saint-Étienne ","AS Saint-Étienne","34","34","24,3","10","105,70 Mill. €","3,11 Mill. €",2013
"86","Stade Rennais FC ","Stade Rennais FC","39","39","23,3","25","101,15 Mill. €","2,59 Mill. €",2013
"87","LOSC Lille ","LOSC Lille","31","31","24,5","19","75,20 Mill. €","2,43 Mill. €",2013
"88","FC Girondins Bordeaux ","FC Girondins Bordeaux","35","35","24,9","23","63,35 Mill. €","1,81 Mill. €",2013
"89","FC Toulouse ","FC Toulouse","39","39","22,8","24","60,90 Mill. €","1,56 Mill. €",2013
"90","FC Sochaux-Montbéliard ","FC Sochaux-Montbéliard","44","44","23,3","27","59,70 Mill. €","1,36 Mill. €",2013
"91","OGC Nice ","OGC Nice","39","39","22,2","15","56,80 Mill. €","1,46 Mill. €",2013
"92","HSC Montpellier ","HSC Montpellier","31","31","24,1","16","56,80 Mill. €","1,83 Mill. €",2013
"93","FC Lorient ","FC Lorient","37","37","23,2","17","53,70 Mill. €","1,45 Mill. €",2013
"94","Valenciennes FC  ","Valenciennes FC ","32","32","24,9","17","40,45 Mill. €","1,26 Mill. €",2013
"95","SC Bastia ","SC Bastia","33","33","25,5","12","39,75 Mill. €","1,20 Mill. €",2013
"96","FC Évian Thonon Gaillard ","FC Évian Thonon Gaillard","35","35","24,9","21","35,95 Mill. €","1,03 Mill. €",2013
"97","Stade Reims ","Stade Reims","34","34","24,2","19","33,40 Mill. €","982 Th. €",2013
"98","AC Ajaccio ","AC Ajaccio","37","37","24,5","21","31,03 Mill. €","839 Th. €",2013
"99","FC Nantes  ","FC Nantes","33","33","24,3","22","28,78 Mill. €","872 Th. €",2013
"100","EA Guingamp  ","EA Guingamp","30","30","25,6","14","18,20 Mill. €","607 Th. €",2013
"101","Paris Saint-Germain ","Paris Saint-Germain","32","32","24,3","15","386,00 Mill. €","12,06 Mill. €",2014
"102","AS Monaco ","AS Monaco","34","34","23,1","34","194,75 Mill. €","5,73 Mill. €",2014
"103","Olympique Marseille ","Olympique Marseille","34","34","22,3","15","144,55 Mill. €","4,25 Mill. €",2014
"104","Olympique Lyon ","Olympique Lyon","31","31","23,4","14","92,85 Mill. €","3,00 Mill. €",2014
"105","AS Saint-Étienne ","AS Saint-Étienne","31","31","24,4","11","84,80 Mill. €","2,74 Mill. €",2014
"106","LOSC Lille ","LOSC Lille","31","31","24,3","18","75,55 Mill. €","2,44 Mill. €",2014
"107","FC Girondins Bordeaux ","FC Girondins Bordeaux","39","39","22,8","23","63,15 Mill. €","1,62 Mill. €",2014
"108","Stade Rennais FC ","Stade Rennais FC","30","30","24,0","18","61,50 Mill. €","2,05 Mill. €",2014
"109","FC Lorient ","FC Lorient","39","39","23,7","19","52,25 Mill. €","1,34 Mill. €",2014
"110","FC Toulouse ","FC Toulouse","36","36","22,8","22","51,55 Mill. €","1,43 Mill. €",2014
"111","OGC Nice ","OGC Nice","37","37","22,4","13","48,90 Mill. €","1,32 Mill. €",2014
"112","Stade Reims ","Stade Reims","32","32","24,8","16","42,25 Mill. €","1,32 Mill. €",2014
"113","HSC Montpellier ","HSC Montpellier","36","36","24,2","18","41,30 Mill. €","1,15 Mill. €",2014
"114","FC Évian Thonon Gaillard ","FC Évian Thonon Gaillard","33","33","26,0","21","38,15 Mill. €","1,16 Mill. €",2014
"115","SC Bastia ","SC Bastia","41","41","23,6","17","31,75 Mill. €","774 Th. €",2014
"116","FC Nantes ","FC Nantes","30","30","24,0","18","31,20 Mill. €","1,04 Mill. €",2014
"117","EA Guingamp ","EA Guingamp","31","31","25,8","15","29,08 Mill. €","938 Th. €",2014
"118","FC Metz  ","FC Metz","32","32","24,5","21","21,60 Mill. €","675 Th. €",2014
"119","SM Caen  ","SM Caen","27","27","26,1","11","19,20 Mill. €","711 Th. €",2014
"120","RC Lens  ","RC Lens","29","29","23,4","15","13,75 Mill. €","474 Th. €",2014
"121","Paris Saint-Germain ","Paris Saint-Germain","35","35","23,9","20","433,30 Mill. €","12,38 Mill. €",2015
"122","Olympique Lyon ","Olympique Lyon","33","33","24,0","13","171,45 Mill. €","5,20 Mill. €",2015
"123","AS Monaco ","AS Monaco","39","39","22,3","39","152,75 Mill. €","3,92 Mill. €",2015
"124","Olympique Marseille ","Olympique Marseille","38","38","22,9","19","143,85 Mill. €","3,79 Mill. €",2015
"125","AS Saint-Étienne ","AS Saint-Étienne","40","40","24,1","14","95,55 Mill. €","2,39 Mill. €",2015
"126","FC Girondins Bordeaux ","FC Girondins Bordeaux","42","42","22,5","24","80,80 Mill. €","1,92 Mill. €",2015
"127","Stade Rennais FC ","Stade Rennais FC","38","38","23,7","21","79,03 Mill. €","2,08 Mill. €",2015
"128","LOSC Lille ","LOSC Lille","34","34","24,6","17","65,60 Mill. €","1,93 Mill. €",2015
"129","OGC Nice ","OGC Nice","35","35","22,4","11","49,70 Mill. €","1,42 Mill. €",2015
"130","FC Lorient ","FC Lorient","35","35","23,7","19","49,35 Mill. €","1,41 Mill. €",2015
"131","HSC Montpellier ","HSC Montpellier","32","32","24,9","16","46,75 Mill. €","1,46 Mill. €",2015
"132","Stade Reims ","Stade Reims","35","35","24,8","16","45,50 Mill. €","1,30 Mill. €",2015
"133","FC Toulouse ","FC Toulouse","32","32","23,1","18","40,80 Mill. €","1,28 Mill. €",2015
"134","FC Nantes ","FC Nantes","32","32","23,8","18","37,15 Mill. €","1,16 Mill. €",2015
"135","EA Guingamp ","EA Guingamp","31","31","25,9","10","31,30 Mill. €","1,01 Mill. €",2015
"136","SM Caen ","SM Caen","30","30","24,6","13","28,25 Mill. €","942 Th. €",2015
"137","ES Troyes AC  ","ES Troyes AC","37","37","25,3","18","26,95 Mill. €","728 Th. €",2015
"138","SC Bastia ","SC Bastia","31","31","24,8","14","20,85 Mill. €","673 Th. €",2015
"139","SCO Angers  ","SCO Angers","34","34","26,3","17","20,60 Mill. €","606 Th. €",2015
"140","GFC Ajaccio  ","GFC Ajaccio","30","30","24,8","11","13,90 Mill. €","463 Th. €",2015
"141","Paris Saint-Germain ","Paris Saint-Germain","39","39","23,5","21","502,05 Mill. €","12,87 Mill. €",2016
"142","AS Monaco ","AS Monaco","47","47","22,2","47","190,45 Mill. €","4,05 Mill. €",2016
"143","Olympique Lyon ","Olympique Lyon","34","34","22,6","10","179,20 Mill. €","5,27 Mill. €",2016
"144","Olympique Marseille ","Olympique Marseille","33","33","24,7","12","109,40 Mill. €","3,32 Mill. €",2016
"145","AS Saint-Étienne ","AS Saint-Étienne","42","42","23,0","17","85,40 Mill. €","2,03 Mill. €",2016
"146","FC Girondins Bordeaux ","FC Girondins Bordeaux","36","36","23,6","21","80,55 Mill. €","2,24 Mill. €",2016
"147","LOSC Lille ","LOSC Lille","46","46","23,7","25","74,38 Mill. €","1,62 Mill. €",2016
"148","Stade Rennais FC ","Stade Rennais FC","43","43","24,1","21","73,50 Mill. €","1,71 Mill. €",2016
"149","OGC Nice ","OGC Nice","39","39","22,5","14","65,85 Mill. €","1,69 Mill. €",2016
"150","FC Lorient ","FC Lorient","41","41","24,1","18","49,65 Mill. €","1,21 Mill. €",2016
"151","FC Toulouse ","FC Toulouse","38","38","22,9","20","49,20 Mill. €","1,29 Mill. €",2016
"152","FC Nantes ","FC Nantes","30","30","23,4","20","40,45 Mill. €","1,35 Mill. €",2016
"153","HSC Montpellier ","HSC Montpellier","35","35","24,6","16","36,15 Mill. €","1,03 Mill. €",2016
"154","SC Bastia ","SC Bastia","37","37","24,1","17","35,05 Mill. €","947 Th. €",2016
"155","SM Caen ","SM Caen","36","36","25,1","16","34,40 Mill. €","956 Th. €",2016
"156","SCO Angers ","SCO Angers","36","36","25,3","16","34,25 Mill. €","951 Th. €",2016
"157","EA Guingamp ","EA Guingamp","35","35","25,3","12","33,20 Mill. €","949 Th. €",2016
"158","FC Metz  ","FC Metz","39","39","23,5","21","26,68 Mill. €","684 Th. €",2016
"159","FCO Dijon  ","FCO Dijon","33","33","25,3","12","21,00 Mill. €","636 Th. €",2016
"160","AS Nancy-Lorraine  ","AS Nancy-Lorraine","30","30","25,2","13","20,90 Mill. €","697 Th. €",2016
"161","Paris Saint-Germain ","Paris Saint-Germain","35","35","24,1","19","581,10 Mill. €","16,60 Mill. €",2017
"162","AS Monaco ","AS Monaco","38","38","22,5","38","291,80 Mill. €","7,68 Mill. €",2017
"163","Olympique Marseille ","Olympique Marseille","29","29","25,8","12","162,15 Mill. €","5,59 Mill. €",2017
"164","OGC Nice ","OGC Nice","39","39","22,7","11","135,60 Mill. €","3,48 Mill. €",2017
"165","Olympique Lyon ","Olympique Lyon","34","34","22,1","16","131,25 Mill. €","3,86 Mill. €",2017
"166","AS Saint-Étienne ","AS Saint-Étienne","40","40","23,8","20","102,83 Mill. €","2,57 Mill. €",2017
"167","FC Girondins Bordeaux ","FC Girondins Bordeaux","37","37","23,1","20","97,20 Mill. €","2,63 Mill. €",2017
"168","FC Toulouse ","FC Toulouse","28","28","23,6","14","79,20 Mill. €","2,83 Mill. €",2017
"169","Stade Rennais FC ","Stade Rennais FC","35","35","23,4","16","56,05 Mill. €","1,60 Mill. €",2017
"170","FC Nantes ","FC Nantes","36","36","23,7","22","52,20 Mill. €","1,45 Mill. €",2017
"171","EA Guingamp ","EA Guingamp","30","30","25,7","12","45,15 Mill. €","1,51 Mill. €",2017
"172","SCO Angers ","SCO Angers","33","33","25,1","14","44,25 Mill. €","1,34 Mill. €",2017
"173","LOSC Lille ","LOSC Lille","32","32","21,1","17","43,49 Mill. €","1,36 Mill. €",2017
"174","FC Metz ","FC Metz","44","44","23,7","23","43,05 Mill. €","978 Th. €",2017
"175","SM Caen ","SM Caen","33","33","24,8","16","38,05 Mill. €","1,15 Mill. €",2017
"176","HSC Montpellier ","HSC Montpellier","30","30","24,5","12","36,55 Mill. €","1,22 Mill. €",2017
"177","FCO Dijon ","FCO Dijon","35","35","24,6","15","35,60 Mill. €","1,02 Mill. €",2017
"178","SC Amiens  ","SC Amiens","34","34","26,4","17","27,40 Mill. €","806 Th. €",2017
"179","ES Troyes AC  ","ES Troyes AC","30","30","25,1","11","25,70 Mill. €","857 Th. €",2017
"180","RC Strasbourg Alsace  ","RC Strasbourg Alsace","31","31","25,4","14","20,55 Mill. €","663 Th. €",2017
"181","Paris Saint-Germain ","Paris Saint-Germain","39","39","23,9","22","842,40 Mill. €","21,60 Mill. €",2018
"182","AS Monaco ","AS Monaco","57","57","22,4","57","385,58 Mill. €","6,76 Mill. €",2018
"183","Olympique Lyon ","Olympique Lyon","34","34","22,7","15","357,25 Mill. €","10,51 Mill. €",2018
"184","Olympique Marseille ","Olympique Marseille","33","33","25,1","15","276,40 Mill. €","8,38 Mill. €",2018
"185","Stade Rennais FC ","Stade Rennais FC","41","41","22,8","15","130,80 Mill. €","3,19 Mill. €",2018
"186","OGC Nice ","OGC Nice","38","38","21,8","11","129,60 Mill. €","3,41 Mill. €",2018
"187","FC Girondins Bordeaux ","FC Girondins Bordeaux","43","43","22,9","21","112,50 Mill. €","2,62 Mill. €",2018
"188","FC Nantes ","FC Nantes","40","40","23,8","27","108,05 Mill. €","2,70 Mill. €",2018
"189","LOSC Lille ","LOSC Lille","32","32","22,7","23","97,28 Mill. €","3,04 Mill. €",2018
"190","AS Saint-Étienne ","AS Saint-Étienne","42","42","23,3","14","96,80 Mill. €","2,30 Mill. €",2018
"191","FC Toulouse ","FC Toulouse","40","40","23,1","17","82,15 Mill. €","2,05 Mill. €",2018
"192","EA Guingamp ","EA Guingamp","37","37","24,2","10","67,95 Mill. €","1,84 Mill. €",2018
"193","HSC Montpellier ","HSC Montpellier","32","32","24,7","14","60,30 Mill. €","1,88 Mill. €",2018
"194","RC Strasbourg Alsace ","RC Strasbourg Alsace","33","33","24,2","13","57,85 Mill. €","1,75 Mill. €",2018
"195","SCO Angers ","SCO Angers","38","38","25,5","14","57,55 Mill. €","1,51 Mill. €",2018
"196","SM Caen ","SM Caen","39","39","23,8","17","57,50 Mill. €","1,47 Mill. €",2018
"197","FCO Dijon ","FCO Dijon","32","32","24,7","16","55,15 Mill. €","1,72 Mill. €",2018
"198","SC Amiens ","SC Amiens","36","36","24,4","16","54,80 Mill. €","1,52 Mill. €",2018
"199","Stade Reims  ","Stade Reims","37","37","23,5","17","50,50 Mill. €","1,36 Mill. €",2018
"200","Nîmes Olympique  ","Nîmes Olympique","31","31","24,0","12","38,35 Mill. €","1,24 Mill. €",2018
"201","Paris Saint-Germain ","Paris Saint-Germain","26","26","25,8","18","984,00 Mill. €","37,85 Mill. €",2019
"202","Olympique Lyon ","Olympique Lyon","27","27","24,3","15","340,35 Mill. €","12,61 Mill. €",2019
"203","AS Monaco ","AS Monaco","31","31","25,3","31","305,95 Mill. €","9,87 Mill. €",2019
"204","Olympique Marseille ","Olympique Marseille","26","26","25,9","9","226,85 Mill. €","8,73 Mill. €",2019
"205","LOSC Lille ","LOSC Lille","23","23","24,1","15","179,70 Mill. €","7,81 Mill. €",2019
"206","OGC Nice ","OGC Nice","26","26","23,6","7","128,70 Mill. €","4,95 Mill. €",2019
"207","FC Girondins Bordeaux ","FC Girondins Bordeaux","28","28","25,4","16","127,60 Mill. €","4,56 Mill. €",2019
"208","AS Saint-Étienne ","AS Saint-Étienne","27","27","26,6","10","115,70 Mill. €","4,29 Mill. €",2019
"209","Stade Rennais FC ","Stade Rennais FC","25","25","24,9","8","112,25 Mill. €","4,49 Mill. €",2019
"210","RC Strasbourg Alsace ","RC Strasbourg Alsace","26","26","25,8","10","93,55 Mill. €","3,60 Mill. €",2019
"211","FC Nantes ","FC Nantes","31","31","24,7","15","93,05 Mill. €","3,00 Mill. €",2019
"212","HSC Montpellier ","HSC Montpellier","26","26","26,5","13","91,30 Mill. €","3,51 Mill. €",2019
"213","FC Toulouse ","FC Toulouse","29","29","23,7","11","79,40 Mill. €","2,74 Mill. €",2019
"214","SC Amiens ","SC Amiens","29","29","25,7","12","63,75 Mill. €","2,20 Mill. €",2019
"215","Stade Reims ","Stade Reims","25","25","24,4","10","60,85 Mill. €","2,43 Mill. €",2019
"216","SCO Angers ","SCO Angers","25","25","26,7","11","59,00 Mill. €","2,36 Mill. €",2019
"217","Nîmes Olympique ","Nîmes Olympique","24","24","24,1","6","52,45 Mill. €","2,19 Mill. €",2019
"218","FCO Dijon ","FCO Dijon","23","23","26,4","12","42,85 Mill. €","1,86 Mill. €",2019
"219","FC Metz  ","FC Metz","26","26","24,6","16","37,05 Mill. €","1,43 Mill. €",2019
"220","Stade Brest 29  ","Stade Brest 29","25","25","26,0","6","32,25 Mill. €","1,29 Mill. €",2019
